Name	Label	Concept	Required	Limit	Predicate Type	data_label
DP02PR_0038E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02PR_0038M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02PR_0038PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02PR_0038PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02PR_0039E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02PR_0039M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02PR_0039PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02PR_0039PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02PR_0040E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02PR_0040M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02PR_0040PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02PR_0040PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02PR_0041E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02PR_0041M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02PR_0041PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02PR_0041PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02PR_0042E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02PR_0042M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02PR_0042PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02PR_0042PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02PR_0043E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02PR_0043M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02PR_0043PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02PR_0043PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02PR_0044E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02PR_0044M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02PR_0044PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02PR_0044PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02PR_0045E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02PR_0045M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02PR_0045PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02PR_0045PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02PR_0046E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02PR_0046M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02PR_0046PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02PR_0046PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02PR_0047E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02PR_0047M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02PR_0047PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02PR_0047PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02PR_0048E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
DP02PR_0048M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
DP02PR_0048PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
DP02PR_0048PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
DP02PR_0049E	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
DP02PR_0049M	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
DP02PR_0049PE	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
DP02PR_0049PM	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
DP02PR_0050E	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
DP02PR_0050M	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
DP02PR_0050PE	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
DP02PR_0050PM	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
DP02PR_0051E	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02PR_0051M	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02PR_0051PE	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02PR_0051PM	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02PR_0052E	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02PR_0052M	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02PR_0052PE	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02PR_0052PM	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02PR_0053E	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
DP02PR_0053M	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
DP02PR_0053PE	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
DP02PR_0053PM	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
DP02PR_0054E	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02PR_0054M	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02PR_0054PE	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02PR_0054PM	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02PR_0055E	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
DP02PR_0055M	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
DP02PR_0055PE	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
DP02PR_0055PM	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
DP02PR_0056E	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02PR_0056M	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02PR_0056PE	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02PR_0056PM	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02PR_0057E	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
DP02PR_0057M	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
DP02PR_0057PE	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
DP02PR_0057PM	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
DP02PR_0058E	EDUCATIONAL ATTAINMENT!!Population 25 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02PR_0058M	EDUCATIONAL ATTAINMENT!!Population 25 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02PR_0058PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02PR_0058PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02PR_0059E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02PR_0059M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02PR_0059PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02PR_0059PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02PR_0060E	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02PR_0060M	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02PR_0060PE	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02PR_0060PM	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02PR_0061E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02PR_0061M	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02PR_0061PE	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02PR_0061PM	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02PR_0062E	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02PR_0062M	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02PR_0062PE	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02PR_0062PM	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02PR_0063E	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree	SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO	not required		int	EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
